codigo_contrato,data_venda,codigo_produto,valor_monetario,quantidade,codigo_vendedor,codigo_cliente
2632261,2022-03-16,2858700,250,1,512,775409
2632250,2022-03-16,1125900,265.2,2,543,83771
2632222,2022-03-16,1750600,143.7,2,529,5207
2632216,2022-03-16,1032300,109.5,1,564,155043
2632195,2022-03-16,1032300,197.1,18,498,5036
2632195,2022-03-16,965900,8.25,9,498,5036
2632195,2022-03-16,503900,22.5,1,498,5036
2632195,2022-03-16,275800,38.25,45,498,5036
2632195,2022-03-16,400,43.5,10,498,5036
2632179,2022-03-16,420900,120,200,613,261050
2632161,2022-03-16,608200,40.5,90,590,743641
2632161,2022-03-16,447400,30,40,590,743641
2632144,2022-03-16,560200,11,20,613,770448
2632136,2022-03-16,2317800,118,2,378,20892
2632134,2022-03-16,1407400,20.8,3,529,99506
2632133,2022-03-16,464100,3.75,45,498,275323
2632133,2022-03-16,275800,51.75,30,498,275323
2632128,2022-03-16,1399500,38,3,502,189265
2632118,2022-03-16,1032300,98.55,3,613,200587
2632118,2022-03-16,748500,105,50,613,200587
2632118,2022-03-16,420900,120,100,613,200587
2632112,2022-03-16,909400,370.5,3,584,345083
2632102,2022-03-16,802500,72.1,2,589,219075
2632098,2022-03-16,1502400,127.5,6,590,341769
2632097,2022-03-16,2226500,1593,30,524,637574
2632097,2022-03-16,534600,38,6,524,637574
2632091,2022-03-16,1291700,172.9,2,441,341769
2632075,2022-03-16,534600,57,3,631,420162
2632070,2022-03-16,2681800,10,1,584,5147
2632070,2022-03-16,1212900,66,2,584,5147
2632070,2022-03-16,965900,16.5,6,584,5147
2632070,2022-03-16,645400,30,2,584,5147
2632070,2022-03-16,643200,42,2,584,5147
2632070,2022-03-16,539700,8.25,1,584,5147
2632070,2022-03-16,396400,2.5,30,584,5147
2632070,2022-03-16,400,130.5,30,584,5147
2632068,2022-03-16,1750600,95.8,6,524,661848
2632068,2022-03-16,293000,60,300,524,661848
2632065,2022-03-16,2849700,24.5,2,395,217437
2632058,2022-03-16,2902500,109.2,4,521,190486
2632055,2022-03-16,2337600,15,3,378,775607
2632047,2022-03-16,548700,60.5,1,378,148763
2632043,2022-03-16,881200,25,3,613,247872
2632040,2022-03-16,643200,42,2,608,22477
2632040,2022-03-16,420900,18,10,608,22477
2632036,2022-03-16,447400,3,6,395,187540
2632036,2022-03-16,420900,10.8,12,395,187540
2632033,2022-03-16,420900,55.8,62,557,42156
2632017,2022-03-16,2092800,144,1,529,20222
2632012,2022-03-16,2367100,108,2,455,12221
2632005,2022-03-16,1032300,109.5,1,625,196956
2631993,2022-03-16,420900,55,100,625,618134
2631993,2022-03-16,267500,45.2,3,625,618134
2631989,2022-03-16,2383100,108,3,511,668074
2631969,2022-03-16,400,17.92,6,537,250726
2631967,2022-03-16,275700,14.4,10,545,785385
2631963,2022-03-16,608200,17.5,50,625,203495
2631958,2022-03-16,2563111,151.5,2,528,308140
2631958,2022-03-16,2563109,303,1,528,308140
2631950,2022-03-16,2344100,312.55,2,529,43744
2631941,2022-03-16,1212900,44,3,521,823449
2631937,2022-03-16,447400,22.5,100,528,118156
2631922,2022-03-16,2733001,903.45,3,529,70886
2631919,2022-03-16,2242600,402,1,455,159331
2631919,2022-03-16,560200,22,30,455,159331
2631916,2022-03-16,560200,15,15,590,752215
2631916,2022-03-16,143902,48.6,6,590,752215
2631909,2022-03-16,1000900,370.77,2,528,775572
2631901,2022-03-16,643200,63,2,395,103580
2631888,2022-03-16,2292900,170,3,631,390925
2631888,2022-03-16,643200,84,6,631,390925
2631886,2022-03-16,745300,2.4,3,488,784560
2631878,2022-03-16,2825000,441.9,1,529,48611
2631857,2022-03-16,2880300,272,2,529,775631
2631850,2022-03-16,2681800,60,2,584,4930
2631849,2022-03-16,2691900,198,2,564,306467
2631825,2022-03-16,2740000,107.2,3,624,741308
2631823,2022-03-16,1048700,170,2,521,784560
2631814,2022-03-16,503900,22.5,1,590,653747
2631814,2022-03-16,400,21.75,5,590,653747
2631800,2022-03-16,1176400,208,3,511,125783
2631795,2022-03-16,1176400,200,4,511,622715
2631036,2022-03-15,1053800,210,1,521,775362
2631745,2022-03-15,2317800,188.7,3,557,256415
2631741,2022-03-15,2317800,62.9,1,557,679879
2631741,2022-03-15,2317800,-62.9,-2,557,679879
2631734,2022-03-15,2681800,40,8,395,73428
2631734,2022-03-15,2374500,456,2,395,73428
2631733,2022-03-15,2902500,18.2,3,521,713240
2631731,2022-03-15,1360900,40.5,1,589,775509
2631701,2022-03-15,464100,1.5,6,585,734430
2631701,2022-03-15,447400,2,4,585,734430
2631701,2022-03-15,396400,0.9,1,585,734430
2631701,2022-03-15,275800,2,2,585,734430
2631698,2022-03-15,2902500,36.4,3,528,232215
2631684,2022-03-15,1412600,280,20,502,751675
2631684,2022-03-15,232600,55.2,6,502,751675
2631679,2022-03-15,464100,4,16,512,165423
2631679,2022-03-15,447400,4,8,512,165423
2631674,2022-03-15,1067600,438.9,7,441,206881
2631663,2022-03-15,146600,11,2,589,174149
2631655,2022-03-15,723000,16.05,1,395,310758
2631653,2022-03-15,146600,5.5,1,498,775495
2631634,2022-03-15,2849700,28.5,3,503,709009
2631633,2022-03-15,2719300,260,1,607,569335
2631599,2022-03-15,2635600,220.8,2,521,30339
2631599,2022-03-15,643200,42,2,521,30339
2631591,2022-03-15,1560200,59.2,6,392,170875
2631573,2022-03-15,2902500,54.6,1,584,571416
2631561,2022-03-15,492300,64.2,6,608,775227
2631549,2022-03-15,648800,100.8,6,524,339980
2631549,2022-03-15,420900,110,300,524,339980
2631549,2022-03-15,267500,45.2,4,524,339980
2631546,2022-03-15,1531100,44.4,3,512,766420
2631531,2022-03-15,534600,19,1,607,33776
2631530,2022-03-15,757500,144,8,524,424784
2631529,2022-03-15,1360900,27,4,585,289217
2631511,2022-03-15,424300,109.8,4,488,672971
2631510,2022-03-15,401800,86.7,2,624,97506
2631499,2022-03-15,1399500,38.1,2,503,341769
2631496,2022-03-15,723000,32.1,1,584,17001
2631496,2022-03-15,400,56,35,584,17001
2631492,2022-03-15,2317800,179.25,1,529,2204
2631488,2022-03-15,1927600,1360,1,524,310063
2631487,2022-03-15,743700,153,40,528,594029
2631487,2022-03-15,608200,60,300,528,594029
2631473,2022-03-15,396400,37.5,100,528,248092
2631468,2022-03-15,52100,183.6,1,585,144040
2631465,2022-03-15,569100,91.98,9,255,153199
2631461,2022-03-15,2691900,369,3,631,90102
2631452,2022-03-15,965900,3.4,1,607,169096
2631443,2022-03-15,2740000,160.8,2,589,102198
2631440,2022-03-15,560200,10,5,528,775449
2631438,2022-03-15,375700,18.1,1,511,775448
2631437,2022-03-15,1399500,126.6,3,521,218078
2631435,2022-03-15,2226500,176.7,2,613,775447
2631431,2022-03-15,52100,183.6,3,441,341769
2631428,2022-03-15,1125900,66.3,2,488,49556
2631414,2022-03-15,2828000,18.9,2,608,775252
2631414,2022-03-15,2251300,680,2,608,775252
2631414,2022-03-15,2200500,40.2,1,608,775252
2631413,2022-03-15,748500,7,10,455,10778
2631404,2022-03-15,748500,7.2,3,502,775438
2631388,2022-03-15,146600,30,4,378,19394
2631383,2022-03-15,2740000,53.5,1,390,576696
2631383,2022-03-15,723000,50.72,4,390,576696
2631374,2022-03-15,745300,33.6,21,564,46379
2631350,2022-03-15,2821100,33.45,3,543,697375
2631349,2022-03-15,2911200,29.4,1,502,707846
2631349,2022-03-15,2681800,10,2,502,707846
2631349,2022-03-15,1750600,143.7,2,502,707846
2631349,2022-03-15,643200,42,4,502,707846
2631345,2022-03-15,648800,75.6,1,524,750199
2631344,2022-03-15,146600,10,6,390,178032
2631339,2022-03-15,1069100,182.1,4,390,17253
2631339,2022-03-15,1069000,60.7,8,390,17253
2631335,2022-03-15,757500,85.4,2,528,605283
2631333,2022-03-15,2681800,20,3,441,415844
2631333,2022-03-15,2367100,108,2,441,415844
2631333,2022-03-15,1105000,216,9,441,415844
2631333,2022-03-15,464100,15,30,441,415844
2631333,2022-03-15,420900,36,90,441,415844
2631326,2022-03-15,1212900,99,1,584,185240
2631326,2022-03-15,267500,67.8,2,584,185240
2631320,2022-03-15,643200,126,2,488,704828
2631310,2022-03-15,1020800,1800,240,624,775417
2631302,2022-03-15,2388200,259.33,2,511,38543
2631294,2022-03-15,965900,10.2,2,528,278221
2631289,2022-03-15,464100,0.75,3,584,442706
2631289,2022-03-15,275800,2.3,2,584,442706
2631267,2022-03-15,1412600,56,4,390,70106
2631260,2022-03-15,1894800,516,1,607,169117
2631259,2022-03-15,1105000,48,3,488,16497
2631259,2022-03-15,420900,54,90,488,16497
2631256,2022-03-15,560200,85.5,60,543,687671
2631248,2022-03-15,569100,99.9,3,590,41076
2631240,2022-03-15,2337600,15,2,585,88586
2631226,2022-03-15,1126800,231.6,6,624,772612
2631210,2022-03-15,2242700,603,3,512,771880
2631208,2022-03-15,2740000,53.6,2,524,279764
2631204,2022-03-15,743700,6.8,6,564,341769
2631203,2022-03-15,1642100,412,2,420,775184
2631203,2022-03-15,1054000,88,1,420,775184
2631199,2022-03-15,356000,54.9,1,498,763608
2631178,2022-03-15,743700,68,30,502,442735
2631172,2022-03-15,2733001,301,3,537,70886
2631168,2022-03-15,2681800,12.16,3,255,633343
2631159,2022-03-15,1930000,52,6,529,341769
2631154,2022-03-15,1502400,19.15,1,545,20541
2631149,2022-03-15,2200600,22.6,2,503,6789
2631148,2022-03-15,313100,96.9,3,537,359147
2631147,2022-03-15,643200,42,6,392,185012
2631146,2022-03-15,2013700,87.9,1,420,642713
2631141,2022-03-15,464100,10,40,455,33437
2631141,2022-03-15,293000,15,40,455,33437
2631134,2022-03-15,2488600,2445,3,613,588964
2631128,2022-03-15,511100,21.3,1,590,341769
2631101,2022-03-15,534600,38,1,498,708104
2631098,2022-03-15,802500,97.35,2,584,294563
2631098,2022-03-15,748500,14,20,584,294563
2631098,2022-03-15,608200,18,40,584,294563
2631098,2022-03-15,275700,49.2,40,584,294563
2631097,2022-03-15,2681800,60,4,503,4861
2631097,2022-03-15,1750600,191.6,6,503,4861
2631086,2022-03-15,503900,112.5,5,502,3892
2631086,2022-03-15,420900,550,500,502,3892
2631086,2022-03-15,396400,50,100,502,3892
2631074,2022-03-15,2719000,352,3,498,775372
2631056,2022-03-15,2681800,30,1,631,775365
2631056,2022-03-15,723000,10.3,2,631,775365
2631056,2022-03-15,648800,25.2,1,631,775365
2631056,2022-03-15,396400,2.5,30,631,775365
2631054,2022-03-15,648800,151.2,4,524,81023
2631049,2022-03-15,748500,180,200,502,5777
2631049,2022-03-15,648800,151.2,6,502,5777
2631049,2022-03-15,420900,220,200,502,5777
2631049,2022-03-15,396400,100,600,502,5777
2631028,2022-03-15,2850200,163.5,2,503,700114
2631027,2022-03-15,2911200,120,8,512,268364
2631027,2022-03-15,267500,75,1,512,268364
2631008,2022-03-15,2902500,36.4,2,585,47217
2630962,2022-03-15,2220500,218.5,2,557,162094
2630960,2022-03-15,569100,39.6,3,498,783341
2630960,2022-03-15,143902,5.9,2,498,783341
2630953,2022-03-15,1926200,205.9,2,529,563244
2630950,2022-03-15,2367100,72,6,624,192473
2630946,2022-03-15,2200500,13.4,2,441,702637
2630941,2022-03-15,745300,24,10,420,136873
2630939,2022-03-15,1399600,30.3,1,564,2043
2630937,2022-03-15,2293400,189,3,607,684727
2630937,2022-03-15,2292900,85,2,607,684727
2630934,2022-03-15,1197300,32,2,529,639670
2630928,2022-03-15,2740000,99.66,3,589,102740
2630928,2022-03-15,2740000,-49.84,-2,589,102740
2630924,2022-03-15,2681800,90,9,502,5100
2630924,2022-03-15,396200,60,200,502,5100
2630916,2022-03-15,2300000,161.9,2,420,775334
2630888,2022-03-15,464100,22.5,60,503,744029
2630883,2022-03-15,2337600,90,4,585,137324
2630882,2022-03-15,313100,96.9,1,441,14132
2630878,2022-03-15,1032300,131.6,4,537,296258
2630874,2022-03-15,1176400,312,3,608,199482
2630874,2022-03-15,1125900,66.3,3,608,199482
2630874,2022-03-15,569100,79.2,4,608,199482
2630871,2022-03-15,2911200,110.7,9,543,3774
2630871,2022-03-15,802500,97.35,9,543,3774
2630871,2022-03-15,447400,13.5,30,543,3774
2630871,2022-03-15,275800,8.5,20,543,3774
2630871,2022-03-15,232600,31.4,2,543,3774
2630870,2022-03-15,2719000,510,3,584,158465
2630868,2022-03-15,608200,21,30,624,208754
2630868,2022-03-15,396400,1.2,2,624,208754
2630857,2022-03-15,1357500,837.9,45,503,437879
2630856,2022-03-15,2200600,33.9,1,395,276116
2630850,2022-03-15,648800,50.4,6,420,1429
2630850,2022-03-15,511100,142.2,9,420,1429
2630842,2022-03-15,1032300,60,1,512,135514
2630841,2022-03-15,2740000,458.28,6,545,88134
2630818,2022-03-15,1399500,42.2,3,395,213492
2630817,2022-03-15,146600,16.5,3,511,408314
2630815,2022-03-15,2925500,76.8,1,524,233305
2630813,2022-03-15,2719100,167.2,3,488,6698
2630806,2022-03-15,2227100,99.8,3,557,750141
2630806,2022-03-15,275800,17.25,5,557,750141
2630803,2022-03-15,375700,162.9,9,524,413840
2630800,2022-03-15,1399500,126.6,3,395,120030
2630786,2022-03-15,2719100,352,3,584,775305
2630784,2022-03-15,2691900,141,3,488,73817
2630771,2022-03-15,146600,5.5,1,378,30423
2630770,2022-03-15,1407400,41.6,3,420,172387
2630763,2022-03-15,643200,63,2,590,263615
2630756,2022-03-15,2915500,33,3,528,653062
2630741,2022-03-15,2292900,310.8,2,564,146657
2630735,2022-03-15,2681800,20,1,378,6547
2630735,2022-03-15,643200,21,1,378,6547
2630731,2022-03-15,601400,1276,3,537,37518
2630729,2022-03-15,396200,21.25,85,529,550603
2630613,2022-03-15,1105100,306,18,378,4204
2630613,2022-03-15,743700,51,20,378,4204
2630613,2022-03-15,699700,74,20,378,4204
2630613,2022-03-15,560200,45,150,378,4204
2630613,2022-03-15,433000,130.5,10,378,4204
2630613,2022-03-15,255100,51,2,378,4204
2621694,2022-03-15,143902,-11.8,-12,585,47217
2629032,2022-03-15,146600,4.56,3,321,277870
2629032,2022-03-15,2902500,15.46,1,321,277870
2630527,2022-03-14,1407400,48,2,537,128748
2630527,2022-03-14,1003600,1218,1,537,128748
2630514,2022-03-14,420900,54,60,455,113126
2630506,2022-03-14,648800,50.4,2,524,83744
2630506,2022-03-14,267500,45.2,6,524,83744
2630496,2022-03-14,2317800,188.7,3,564,108710
2630493,2022-03-14,401800,162,6,524,271728
2630491,2022-03-14,2388200,492,3,511,784560
2630562,2022-03-14,965900,8.6,2,502,772204
2630562,2022-03-14,2367200,79.8,1,502,772204
2630578,2022-03-14,560200,0.9,3,455,697943
2630591,2022-03-14,560200,19.8,22,502,774598
2630591,2022-03-14,2681800,60,9,502,774598
2630608,2022-03-14,2799900,293.4,1,589,15007
2630616,2022-03-14,2300000,307.8,1,524,699389
2630616,2022-03-14,2374500,472,3,524,699389
2630617,2022-03-14,400,14.5,30,624,190498
2630617,2022-03-14,254800,63.1,3,624,190498
2630483,2022-03-14,2911200,294,30,441,85968
2630625,2022-03-14,1407400,16,3,321,62481
2630628,2022-03-14,52100,183.6,2,395,455938
2630645,2022-03-14,1407400,16,1,585,775088
2630483,2022-03-14,1105000,168,7,441,85968
2630470,2022-03-14,1176400,416,6,529,26236
2630465,2022-03-14,560200,120,80,528,284272
2630464,2022-03-14,2374500,482,3,455,35115
2630462,2022-03-14,802500,32.45,1,624,237616
2630450,2022-03-14,2036600,35.7,1,589,341769
2630449,2022-03-14,2719100,176,3,537,775226
2630447,2022-03-14,492300,10.7,2,378,775227
2630441,2022-03-14,2740000,150,3,564,191220
2630440,2022-03-14,1410600,211,2,502,775193
2630438,2022-03-14,2036100,50.6,2,420,775225
2630433,2022-03-14,1750600,95.8,2,584,10329
2630647,2022-03-14,1212900,88,1,498,775268
2630650,2022-03-14,1032300,65.8,2,589,752537
2630650,2022-03-14,1212900,132,2,589,752537
2630655,2022-03-14,424300,549,10,585,137663
2630669,2022-03-14,396400,0.6,1,498,327055
2630669,2022-03-14,745500,2.1,2,498,327055
2630670,2022-03-14,2821200,107.9,2,608,216172
2629872,2022-03-14,1032300,59.3,3,589,129527
2621243,2022-03-14,2388200,-520,-3,584,299599
2630681,2022-03-14,2227100,49.9,1,420,775244
2629882,2022-03-14,1531100,59.2,2,529,40951
2626503,2022-03-14,2849700,12.62,2,321,365352
2627171,2022-03-14,2220600,-413.52,-1,537,771895
2628332,2022-03-14,960600,-834,-2,625,320600
2621218,2022-03-14,2367100,-119.7,-3,624,152245
2628774,2022-03-14,1032300,29.65,1,529,48979
2629872,2022-03-14,293000,4,30,589,129527
2629884,2022-03-14,745500,48,20,378,126574
2629606,2022-03-14,400,48,30,625,145210
2629606,2022-03-14,745300,144,20,625,145210
2629609,2022-03-14,1125900,198.9,1,511,784560
2629618,2022-03-14,1067500,238.29,8,511,795314
2629618,2022-03-14,1067600,59.57,9,511,795314
2629619,2022-03-14,1032300,98.7,1,625,775033
2629627,2022-03-14,461500,94.5,4,521,112993
2629627,2022-03-14,2681800,20,3,521,112993
2629631,2022-03-14,293000,15,20,378,197681
2629634,2022-03-14,645400,30,2,543,8202
2629657,2022-03-14,511100,21.3,3,625,198395
2629657,2022-03-14,648800,28,3,625,198395
2629657,2022-03-14,2566000,48,2,625,198395
2629670,2022-03-14,569100,39.6,2,395,174729
2629671,2022-03-14,255900,346.5,30,378,2281
2629671,2022-03-14,267500,45.2,1,378,2281
2629671,2022-03-14,275700,149.1,70,378,2281
2629671,2022-03-14,643200,420,30,378,2281
2629671,2022-03-14,2681800,50,5,378,2281
2629674,2022-03-14,461500,283.5,6,564,333363
2629679,2022-03-14,375700,90.5,15,528,775042
2629688,2022-03-14,1410600,105.5,2,543,125927
2629693,2022-03-14,643200,126,3,441,184483
2629696,2022-03-14,1212900,132,3,608,41461
2629709,2022-03-14,1669700,161.1,1,613,775051
2629744,2022-03-14,1053900,158,2,521,414264
2629748,2022-03-14,313100,122.8,2,557,230121
2629764,2022-03-14,1669700,107.4,6,420,32556
2629767,2022-03-14,1197300,96,2,584,563881
2629775,2022-03-14,396400,9,30,511,32955
2629775,2022-03-14,420900,42,90,511,32955
2629782,2022-03-14,1360900,13.5,2,392,586880
2630432,2022-03-14,745300,7.2,2,564,690537
2629783,2022-03-14,2317800,62.9,3,529,341769
2629799,2022-03-14,1399500,42.2,2,529,341769
2629802,2022-03-14,1669700,161.1,9,420,747639
2629806,2022-03-14,881200,52,3,537,775082
2629821,2022-03-14,965900,32.86,12,589,128800
2629824,2022-03-14,1407400,16,3,512,636609
2629829,2022-03-14,511100,80.94,4,503,48571
2629830,2022-03-14,645400,45,9,420,554383
2629830,2022-03-14,931400,198,2,420,554383
2629830,2022-03-14,2635600,110.4,3,420,554383
2629849,2022-03-14,2740000,152.76,9,624,630992
2630432,2022-03-14,743700,3.4,1,564,690537
2630426,2022-03-14,560200,200,300,529,116889
2630419,2022-03-14,380700,19.31,2,557,290914
2630410,2022-03-14,1412600,84,2,528,651789
2630409,2022-03-14,447400,16.5,30,585,250131
2630407,2022-03-14,560200,142.08,50,511,24157
2630403,2022-03-14,146600,11,4,528,177884
2630401,2022-03-14,2902500,47.7,1,613,774452
2630383,2022-03-14,2226900,99.8,1,511,683728
2630382,2022-03-14,2635600,147.2,2,524,83108
2630369,2022-03-14,143902,5.9,2,392,785385
2630367,2022-03-14,1412600,84,3,441,3274
2630362,2022-03-14,2526200,398,1,625,775211
2630361,2022-03-14,2652600,834,1,529,691187
2630358,2022-03-14,2220600,413.52,1,537,771895
2630355,2022-03-14,2013700,175.8,2,503,314127
2630335,2022-03-14,2367200,119.7,3,624,152245
2630330,2022-03-14,491000,105,2,564,10993
2630327,2022-03-14,420900,21,15,521,560531
2630314,2022-03-14,2828000,18.9,1,455,622793
2630311,2022-03-14,909400,370.5,3,608,236608
2630301,2022-03-14,1399500,42.2,2,608,608423
2630301,2022-03-14,447400,27.5,150,608,608423
2630301,2022-03-14,293000,75,300,608,608423
2630295,2022-03-14,511100,37.1,2,511,47364
2630278,2022-03-14,2635600,110.4,3,524,259233
2630267,2022-03-14,1360900,162,12,631,99682
2630266,2022-03-14,1412700,120,20,524,101211
2630262,2022-03-14,1032300,65.8,4,613,297208
2630262,2022-03-14,511100,255.6,4,613,297208
2630262,2022-03-14,386800,89.85,2,613,297208
2630256,2022-03-14,1291700,86.45,1,503,140287
2630255,2022-03-14,1537400,44.4,1,625,199084
2630255,2022-03-14,1531100,29.6,3,625,199084
2630252,2022-03-14,1930000,132.6,4,564,6122
2630252,2022-03-14,1032300,88.95,3,564,6122
2630241,2022-03-14,2652600,417,1,455,129643
2630239,2022-03-14,424300,109.8,4,607,764129
2630239,2022-03-14,356000,54.9,2,607,764129
2630236,2022-03-14,2280900,294,3,528,615022
2630222,2022-03-14,2300000,161.9,3,564,775186
2630222,2022-03-14,2013700,175.8,3,564,775186
2630213,2022-03-14,401800,115.6,6,529,28404
2630212,2022-03-14,1669700,306,4,488,736859
2630203,2022-03-14,965900,5.5,2,455,136848
2630203,2022-03-14,143902,81,30,455,136848
2630190,2022-03-14,1930000,26,2,455,744022
2630150,2022-03-14,396400,0.3,3,498,728317
2630150,2022-03-14,275800,1,2,498,728317
2630148,2022-03-14,2367200,119.7,2,537,35697
2630148,2022-03-14,1531100,29.6,6,537,35697
2630137,2022-03-14,1930000,22.1,4,511,42395
2630137,2022-03-14,648800,75.6,2,511,42395
2630121,2022-03-14,2013700,263.7,2,585,64576
2630117,2022-03-14,1412600,84,6,528,203671
2630117,2022-03-14,1032300,88.95,2,528,203671
2630113,2022-03-14,1197300,128,2,503,673718
2630088,2022-03-14,464100,15,40,498,374377
2630088,2022-03-14,447400,30,20,498,374377
2630078,2022-03-14,2828000,119.1,6,585,163750
2630066,2022-03-14,745300,2.05,3,529,71534
2630064,2022-03-14,645400,90,6,521,18776
2630062,2022-03-14,560200,54,20,512,173117
2630062,2022-03-14,396400,2.5,10,512,173117
2630053,2022-03-14,2740000,107.2,2,488,249600
2630053,2022-03-14,1669700,214.8,4,488,249600
2630051,2022-03-14,881200,50,6,512,775142
2630035,2022-03-14,1560200,44.4,6,564,96755
2630027,2022-03-14,745500,12,10,545,646720
2630027,2022-03-14,589800,14.7,3,545,646720
2630027,2022-03-14,464100,7.5,20,545,646720
2630027,2022-03-14,396400,4.5,5,545,646720
2630016,2022-03-14,2313300,215,2,441,302282
2630012,2022-03-14,1399500,42.2,1,498,286963
2629986,2022-03-14,293000,12.75,34,521,738918
2629980,2022-03-14,2740000,107.2,6,631,236822
2629970,2022-03-14,2681800,20,4,537,210354
2629944,2022-03-14,881000,94,3,512,775110
2629943,2022-03-14,2488400,2250,2,441,410238
2629932,2022-03-14,2337600,45,2,589,304431
2629929,2022-03-14,1125900,62,1,498,767361
2629923,2022-03-14,420900,180,100,557,168640
2629919,2022-03-14,745300,102.5,50,395,23146
2629913,2022-03-14,1642100,196.58,4,589,182423
2629913,2022-03-14,1053800,400.8,2,589,182423
2629910,2022-03-14,802500,72.1,1,528,636019
2629895,2022-03-14,539700,24.75,9,585,41287
2629894,2022-03-14,2563101,303,3,528,140948
2630562,2022-03-14,745500,21.6,54,502,772204
2630562,2022-03-14,560200,18,18,502,772204
2630534,2022-03-14,560200,50,50,378,23900
2629318,2022-03-12,401800,28.9,2,613,774939
2629079,2022-03-12,745300,14.4,6,564,748055
2629080,2022-03-12,424300,68.8,6,378,763608
2629093,2022-03-12,569100,228,6,521,10658
2629098,2022-03-12,380700,40.6,1,613,649825
2629101,2022-03-12,560200,100,200,455,621064
2629105,2022-03-12,424300,52.16,6,503,774907
2629113,2022-03-12,881000,103,2,564,428639
2629125,2022-03-12,662900,725.8,3,488,336625
2629127,2022-03-12,759300,274,3,528,348614
2629127,2022-03-12,1907000,210,2,528,348614
2629130,2022-03-12,1066700,216.3,2,528,767682
2629136,2022-03-12,2681800,32.4,6,286,158771
2629137,2022-03-12,2313300,215,2,585,279735
2629137,2022-03-12,2828000,59.55,3,585,279735
2629138,2022-03-12,1032300,88.95,3,590,759591
2629152,2022-03-12,1502400,85,6,420,142021
2629160,2022-03-12,2740000,321.6,6,631,614862
2629168,2022-03-12,396400,2.1,21,624,774921
2629172,2022-03-12,2902500,36.4,2,625,784560
2629175,2022-03-12,2849700,85.5,1,590,25882
2629176,2022-03-12,1176400,208,2,545,594692
2629193,2022-03-12,1669700,161.1,2,537,195638
2629194,2022-03-12,2280900,95.5,3,589,577625
2629205,2022-03-12,1669700,161.1,2,557,675268
2629219,2022-03-12,1125900,125.96,6,625,35291
2629225,2022-03-12,1126800,694.8,9,537,345260
2629226,2022-03-12,2200500,53.6,6,608,608755
2629228,2022-03-12,608200,18.9,36,563,341769
2629261,2022-03-12,400,29,20,625,56787
2629261,2022-03-12,511100,37.1,1,625,56787
2629262,2022-03-12,2306100,10.35,27,512,276890
2629264,2022-03-12,1125900,397.8,4,420,126209
2629274,2022-03-12,400,5.8,6,590,774927
2629279,2022-03-12,52100,183.6,3,521,163592
2629281,2022-03-12,424300,51.6,6,564,694557
2629289,2022-03-12,2013700,87.9,1,564,305937
2629294,2022-03-12,560200,15,15,488,648747
2629310,2022-03-12,1366600,300,12,503,234375
2629310,2022-03-12,1669700,150,1,503,234375
2629316,2022-03-12,2359416,337.6,3,511,96084
2629316,2022-03-12,2850200,99,2,511,96084
2629325,2022-03-12,539700,49.5,6,420,58059
2629341,2022-03-12,2681800,26,3,613,784560
2629345,2022-03-12,1032300,98.7,3,537,705165
2629345,2022-03-12,2526200,199.9,2,537,705165
2629355,2022-03-12,1001000,130.1,3,455,51262
2629362,2022-03-12,420900,49.5,30,631,322263
2629362,2022-03-12,447400,13.5,30,631,322263
2629362,2022-03-12,643200,42,2,631,322263
2629362,2022-03-12,745500,18,60,631,322263
2629364,2022-03-12,560200,5,10,624,765806
2629364,2022-03-12,965900,8.6,1,624,765806
2629364,2022-03-12,1930000,13,2,624,765806
2629376,2022-03-12,143902,30.6,12,378,28652
2629376,2022-03-12,699600,34,10,378,28652
2629380,2022-03-12,2550100,330,2,511,35326
2629388,2022-03-12,386700,508.5,3,624,565376
2629394,2022-03-12,2317800,125.8,1,395,167834
2629398,2022-03-12,2830500,4500,1,524,774950
2629400,2022-03-12,1067000,290.8,4,608,311512
2629406,2022-03-12,643200,63,2,585,64619
2629413,2022-03-12,877300,158.5,2,613,180104
2629438,2022-03-12,560200,100,150,503,568531
2629438,2022-03-12,1067500,438.9,14,503,568531
2629440,2022-03-12,401800,57.8,2,529,434812
2629444,2022-03-12,503900,10.1,2,378,17001
2629444,2022-03-12,511100,21.3,2,378,17001
2629444,2022-03-12,965900,17.2,2,378,17001
2629453,2022-03-12,420900,6,10,631,105002
2629453,2022-03-12,1412600,28,3,631,105002
2629461,2022-03-12,2566000,192,4,502,774959
2629473,2022-03-12,589800,12,2,502,794174
2629475,2022-03-12,745300,2.4,3,589,239187
2629484,2022-03-12,255100,34.35,3,613,784560
2629496,2022-03-12,2013700,175.8,2,607,688691
2629506,2022-03-12,503900,52.8,4,512,144105
2629506,2022-03-12,1067600,41.8,4,512,144105
2629515,2022-03-12,2710300,540,6,537,14617
2629517,2022-03-12,2719300,133,2,563,121648
2629517,2022-03-12,2901100,783,1,563,121648
2629520,2022-03-12,255900,69.3,1,529,46067
2629520,2022-03-12,560200,10,5,529,46067
2629536,2022-03-12,2364800,1161,2,590,203834
2628817,2022-03-11,2242600,603,3,503,654626
2628811,2022-03-11,643200,42,3,584,84627
2628792,2022-03-11,1125900,132.6,2,590,582790
2628791,2022-03-11,1407400,48,2,524,645169
2628787,2022-03-11,2036600,68.4,2,392,747998
2628780,2022-03-11,2475600,148.2,3,537,220011
2628778,2022-03-11,560200,2,4,524,774846
2628776,2022-03-11,2552700,2205,3,589,137084
